"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.071926257E2,-4.817433268E-2,3.459037364E-1,2.281083026E0
2.072026747E2,2.869240415E-1,1.073125455E0,1.713755758E0
2.072127237E2,6.272606438E-1,1.580619920E0,1.030050187E0
2.072227727E2,8.737336475E-1,1.836389996E0,4.608898169E-1
2.072328217E2,1.222103739E0,2.083662899E0,1.812017047E-1
2.072428707E2,1.737066852E0,2.351694587E0,-5.200456956E-2
2.072529197E2,2.199056531E0,2.300153720E0,-2.199260598E-1
2.072629687E2,2.489901130E0,2.159704769E0,-6.108001836E-1
2.072730177E2,2.578063109E0,2.085183760E0,-1.244962260E0
2.072830677E2,2.633085408E0,2.255945261E0,-1.644082090E0
2.072931167E2,2.724982588E0,2.451376750E0,-1.446281894E0
2.073031657E2,2.940088204E0,2.760033723E0,-9.229625986E-1
2.073132147E2,3.044089120E0,3.123342281E0,-1.420766400E0
2.073232637E2,2.987536020E0,3.146449308E0,-2.071855032E0
2.073333127E2,2.900298486E0,2.999699398E0,-2.421789254E0
2.073433617E2,2.762850911E0,3.366647263E0,-2.355758986E0
2.073534107E2,2.538640012E0,4.116443912E0,-1.719874869E0
2.073634597E2,2.342101060E0,4.237592373E0,-8.352548754E-1
2.073735087E2,2.227424297E0,4.816891231E0,5.281911959E-1
2.073835587E2,2.018273194E0,3.935480189E0,3.397021794E-1
2.073936077E2,1.903388855E0,3.201265785E0,-9.594579220E-2
2.074036567E2,1.517803575E0,2.830766906E0,-3.753141347E-1
2.074137057E2,9.553081530E-1,2.543051736E0,-5.841462723E-1
2.074237547E2,3.829057941E-1,2.212148446E0,-7.350167153E-1
2.074338037E2,-1.736766306E-1,1.867160384E0,-6.984265939E-1
2.074438527E2,-7.888417241E-1,1.614655393E0,-5.011948206E-1
2.074539017E2,-1.473427008E0,1.399725194E0,-3.617366807E-1
2.074639507E2,-2.099888923E0,1.181044006E0,-3.045604865E-1
2.074739997E2,-2.664445488E0,9.736362505E-1,-3.910250916E-1
2.074840487E2,-3.045758208E0,7.800191528E-1,-5.887222302E-1
2.074940987E2,-3.027766618E0,3.969177693E-1,-9.814779514E-1
2.075041477E2,-2.834186942E0,-1.490829492E-1,-1.204741748E0
2.075141967E2,-2.723127851E0,-7.108348972E-1,-1.121150392E0
2.075242457E2,-2.635841493E0,-9.811323810E-1,-9.616238768E-1
2.075342947E2,-2.683017999E0,-9.157768822E-1,-8.854606770E-1
2.075443437E2,-3.001337203E0,-6.061469328E-1,-8.669321662E-1
2.075543927E2,-3.767720941E0,-6.180354917E-1,-6.626813221E-1
2.075644417E2,-4.742338939E0,-1.488560187E0,-2.530305098E-1
2.075744915E2,-5.198867025E0,-2.856810404E0,-1.292608881E-1
2.075845405E2,-4.944669265E0,-3.767049388E0,-3.270412765E-1
2.075945905E2,-4.048133816E0,-3.665382096E0,-3.540540241E-1
2.076046395E2,-3.182521366E0,-3.141103783E0,2.384477001E-1
2.076146885E2,-2.708985483E0,-2.947487270E0,1.350749500E0
2.076247375E2,-1.985545451E0,-2.832877750E0,2.020368544E0
2.076347865E2,-7.918866616E-1,-2.591584210E0,2.318926790E0
2.076448355E2,2.781041014E-1,-2.037606136E0,2.453885205E0
2.076548845E2,1.063158876E0,-1.898934154E0,2.444549541E0
2.076649335E2,1.578948786E0,-1.956525720E0,1.895087271E0
2.076749825E2,1.848576763E0,-2.365170665E0,1.474418111E0
2.076850315E2,2.144299695E0,-3.110400054E0,1.110896641E0
2.076950815E2,2.730716660E0,-4.642613799E0,5.064448893E-1
2.077051305E2,3.446769028E0,-6.317048786E0,-5.003036318E-1
2.077151795E2,3.984571073E0,-7.355754606E0,-1.600636693E0
2.077252285E2,3.932532608E0,-7.616347466E0,-1.789500005E0
2.077352775E2,2.834562333E0,-6.746176527E0,-7.344903928E-1
2.077453265E2,1.797910055E0,-4.912773873E0,-5.816466607E-2
2.077553755E2,1.379060549E0,-3.192672132E0,-1.173472593E-1
2.077654245E2,1.157067499E0,-2.023416113E0,-2.525194632E-1
2.077754735E2,8.960255724E-1,-1.211837783E0,-3.536256424E-1
2.077855225E2,6.082773659E-1,-6.690425080E-1,-3.395777068E-1
2.077955715E2,4.169415593E-1,-9.433137596E-2,-7.033564545E-2
2.078056215E2,3.137680238E-1,5.210904104E-1,5.569984540E-3
2.078156705E2,2.321593121E-1,1.071773579E0,-3.920499623E-2
2.078257195E2,2.436090374E-1,1.501142226E0,-1.799900886E-1
2.078357685E2,3.627112654E-1,1.880560448E0,-4.698710670E-1
2.078458175E2,5.136393034E-1,2.312021813E0,-5.611654723E-1
2.078558665E2,6.743640590E-1,2.831701291E0,-5.959412026E-1
2.078659155E2,9.185508013E-1,3.319150915E0,-3.610193735E-1
2.078759645E2,1.112661696E0,3.780899103E0,-3.893527148E-1
2.078860135E2,1.170421662E0,3.981483158E0,-2.703600490E-1
2.078960625E2,1.353531606E0,4.117553714E0,-1.749165692E-1
2.079061125E2,1.494614102E0,4.372665979E0,-4.700886931E-1
2.079161615E2,1.714507417E0,4.567197581E0,-7.000210565E-1
2.079262105E2,1.964781988E0,4.496783071E0,-7.095824236E-1
2.079362595E2,2.166756804E0,4.449485528E0,-7.065389478E-1
2.079463085E2,2.286824407E0,4.391173001E0,-7.336209849E-1
2.079563575E2,2.415476892E0,4.222152801E0,-5.216903347E-1
2.079664065E2,2.472709147E0,4.015640838E0,-4.483866791E-1
2.079764555E2,2.366955527E0,3.632373978E0,-4.618539862E-1
2.079865045E2,2.234699403E0,3.077863807E0,-2.813680172E-1
2.079965535E2,2.133649284E0,2.447025252E0,6.601795178E-2
2.080066025E2,1.789535673E0,2.156763620E0,-3.633478079E-1
2.080166525E2,1.356905741E0,1.823792755E0,-6.350035999E-1
2.080267015E2,8.841437379E-1,1.533282031E0,-6.989808369E-1
2.080367505E2,2.439952460E-1,1.284129249E0,-6.983230251E-1
2.080467995E2,-4.608433315E-1,1.081585792E0,-9.034527057E-1
2.080568485E2,-1.092279180E0,1.215427389E0,-1.404766663E0
2.080668975E2,-1.790193777E0,1.292470887E0,-2.033031859E0
2.080769465E2,-2.445674253E0,1.091766964E0,-2.367704848E0
2.080869955E2,-2.900868882E0,7.722429407E-1,-1.844617029E0
2.080970445E2,-3.024692152E0,5.971129847E-1,-8.685283830E-1
2.081070935E2,-2.438110587E0,2.341722161E-1,-3.699369621E-1
2.081171425E2,-1.394079707E0,-1.710018218E-1,-6.364624071E-1
2.081271925E2,-3.270227847E-1,-6.570551312E-1,-7.512204462E-1
2.081372415E2,2.092718482E-2,-9.405889571E-1,-1.340674748E0
2.081472905E2,-4.451844880E-1,-9.990312928E-1,-2.577252100E0
2.081573395E2,-1.444380088E0,-7.857090783E-1,-4.192712070E0
2.081673885E2,-3.026307153E0,-7.817727327E-1,-5.052376147E0
2.081774375E2,-4.724468386E0,-1.330155022E0,-4.676909473E0
2.081874865E2,-5.822200094E0,-2.395162203E0,-3.212588333E0
2.081975355E2,-6.195605625E0,-3.118281516E0,-8.714935791E-1
2.082075845E2,-6.088219171E0,-3.349483931E0,9.567360431E-1
2.082176335E2,-5.519920095E0,-3.498052910E0,2.449211526E0
2.082276825E2,-4.417756490E0,-3.571230229E0,3.706717817E0
2.082377325E2,-3.177361198E0,-3.436314499E0,4.012010887E0
2.082477815E2,-1.665938690E0,-2.895259355E0,3.884455047E0
2.082578305E2,-1.557028744E-1,-2.024831139E0,3.273298219E0
2.082678795E2,7.050417683E-1,-1.497288326E0,2.357355276E0
2.082779285E2,1.090813283E0,-1.693432590E0,2.034895366E0
2.082879775E2,1.260689808E0,-2.313716336E0,2.283772745E0
2.082980265E2,1.397129907E0,-3.210442990E0,2.191777332E0
2.083080755E2,1.596924296E0,-4.274578936E0,1.447648973E0
2.083181245E2,1.852647302E0,-5.339991914E0,3.994735873E-1
2.083281735E2,2.126367162E0,-6.289682062E0,-1.126045096E-1
2.083382225E2,1.866818322E0,-6.835706754E0,6.482024467E-1
2.083482725E2,9.066154647E-1,-6.154134248E0,1.901960088E0
2.083583215E2,-2.183145672E-1,-4.758808499E0,2.445331314E0
2.083683705E2,-1.049279341E0,-3.284389218E0,2.745112213E0
2.083784195E2,-1.356541752E0,-1.740957590E0,2.934813430E0
2.083884685E2,-1.315117153E0,-4.684473431E-1,2.760158268E0
2.083985175E2,-1.099175386E0,4.788875467E-1,2.440457075E0
2.084085665E2,-7.341155863E-1,1.209215307E0,2.122626990E0
2.084186155E2,-2.633106458E-1,1.752394744E0,1.562242706E0
2.084286645E2,2.494866586E-1,2.117310117E0,9.713102281E-1
2.084387135E2,8.034840292E-1,2.310591584E0,2.954165375E-1
2.084487635E2,1.413521115E0,2.451231154E0,-1.640021199E-1
2.084588125E2,2.013108641E0,2.750598071E0,-4.861480709E-1
2.084688615E2,2.495475281E0,2.963610383E0,-6.180688208E-1
2.084789105E2,2.883021718E0,2.925500570E0,-7.102443284E-1
2.084889595E2,3.210224304E0,2.965236493E0,-9.217919129E-1
2.084990085E2,3.512756903E0,2.993200802E0,-1.011633870E0
2.085090575E2,3.942378734E0,3.178763945E0,-1.088080879E0
2.085191065E2,4.093101243E0,2.994338670E0,-1.036830618E0
2.085291555E2,4.304438912E0,3.071627167E0,-9.883782506E-1
2.085392045E2,4.331009830E0,3.200944773E0,-9.192974907E-1
2.085492535E2,4.099779932E0,3.168168790E0,-8.625672928E-1
2.085593035E2,3.743426052E0,3.137924652E0,-7.270756117E-1
2.085693525E2,3.305002992E0,2.978502071E0,-5.401347917E-1
2.085794013E2,2.915870206E0,2.682249967E0,-1.888154373E-1
2.085894503E2,2.505890341E0,2.480785906E0,-2.495248117E-2
2.085994993E2,2.108159809E0,2.179059053E0,2.778012156E-2
2.086095483E2,1.643771603E0,1.984381270E0,-1.027975595E-1
2.086195973E2,1.090026832E0,1.706929134E0,-2.308949248E-1
2.086296463E2,5.113454407E-1,1.522729561E0,-3.744165140E-1
2.086396953E2,-4.564102650E-2,1.516197637E0,-4.999954104E-1
2.086497443E2,-6.687407917E-1,1.535458950E0,-5.041293919E-1
2.086597933E2,-1.377780594E0,1.555704934E0,-4.350059474E-1
2.086698433E2,-2.137927107E0,1.546510772E0,-6.379891151E-1
2.086798923E2,-2.899494786E0,1.426059884E0,-9.068417519E-1
2.086899413E2,-3.555654708E0,1.279851426E0,-1.334660887E0
2.086999903E2,-3.637047658E0,1.232490149E0,-1.724088957E0
2.087100393E2,-2.968531984E0,1.051747450E0,-1.801762201E0
2.087200883E2,-2.312709446E0,6.631754118E-1,-1.375162795E0
2.087301373E2,-1.972753497E0,9.757541120E-2,-7.697192824E-1
2.087401863E2,-1.851222044E0,-7.903915286E-2,-3.847829696E-1
2.087502353E2,-2.213829521E0,1.875476879E-1,-2.532644715E-1
2.087602843E2,-2.808008080E0,4.456665909E-1,-3.408336157E-1
2.087703333E2,-3.502127835E0,3.032605773E-1,-4.055570304E-1
2.087803833E2,-4.320195989E0,-3.355728757E-1,-2.677627158E-1
2.087904323E2,-4.747775680E0,-1.363870068E0,-9.847763658E-2
2.088004813E2,-4.430137384E0,-2.457342664E0,6.362538077E-2
2.088105303E2,-3.894122248E0,-3.221301854E0,3.211934761E-1
2.088205793E2,-3.353660012E0,-3.448669665E0,8.327288783E-1
2.088306283E2,-2.722299301E0,-3.411951490E0,1.606892045E0
2.088406773E2,-1.868615171E0,-3.218218033E0,2.321285557E0
2.088507263E2,-7.392260528E-1,-2.925993490E0,2.801610934E0
2.088607753E2,3.760856017E-1,-2.515271029E0,3.024188122E0
2.088708243E2,1.193437180E0,-2.124072422E0,2.880157167E0
2.088808733E2,1.547200451E0,-2.231717323E0,2.420073681E0
2.088909233E2,1.606611378E0,-2.739677811E0,1.887399936E0
2.089009723E2,1.701891173E0,-3.703598328E0,1.454687852E0
2.089110213E2,2.241450598E0,-5.255296749E0,8.328265268E-1
2.089210703E2,2.948612275E0,-6.717342737E0,-4.420962811E-1
2.089311193E2,3.482308697E0,-7.614283399E0,-2.200064152E0
2.089411683E2,3.678845894E0,-7.937860712E0,-2.948590640E0
2.089512173E2,2.706269744E0,-7.113934817E0,-1.817885898E0
2.089612663E2,1.739532039E0,-5.191567361E0,-6.848235583E-1
2.089713153E2,1.391478281E0,-3.288459465E0,-6.817036302E-1
2.089813643E2,1.174084650E0,-1.745692080E0,-6.688021874E-1
2.089914133E2,1.064634129E0,-6.239154518E-1,-6.234932828E-1
2.090014633E2,9.978507400E-1,2.694572389E-2,-4.261784790E-1
2.090115123E2,8.469498914E-1,5.784165126E-1,-2.902622169E-1
2.090215613E2,7.075712737E-1,1.000420591E0,-2.703775907E-1
2.090316103E2,6.455796781E-1,1.268928827E0,-4.554560725E-1
2.090416593E2,6.069667125E-1,1.608418168E0,-6.581532383E-1
2.090517083E2,6.901638204E-1,2.035856649E0,-6.305467790E-1
2.090617573E2,7.939676857E-1,2.360574169E0,-5.821428701E-1
2.090718063E2,8.169443196E-1,2.549540391E0,-2.852949341E-1
2.090818553E2,9.010784438E-1,2.896386698E0,-2.197442114E-2
2.090919043E2,1.039617401E0,3.177054804E0,3.952834725E-2
2.091019533E2,1.110485363E0,3.597256771E0,-1.538630480E-1
2.091120023E2,1.198123723E0,3.924057069E0,-1.084816744E-1
2.091220523E2,1.343994797E0,4.079083128E0,-2.011185272E-1
2.091321013E2,1.498858596E0,4.142894962E0,-2.292646845E-1
2.091421503E2,1.718304307E0,4.105188022E0,-3.710356905E-1
2.091521993E2,1.903690571E0,3.903166137E0,-4.975057026E-1
2.091622483E2,1.977507284E0,3.624865569E0,-6.601950860E-1
2.091722973E2,2.067899975E0,3.330595670E0,-6.649664140E-1
2.091823463E2,2.014739429E0,2.980483108E0,-6.401186711E-1
2.091923953E2,1.832056917E0,2.649281026E0,-6.009277081E-1
2.092024443E2,1.569944366E0,2.288897830E0,-5.514684498E-1
2.092124933E2,1.270667789E0,2.022758886E0,-4.159487021E-1
2.092225423E2,9.370119229E-1,1.800243679E0,-3.265266119E-1
2.092325923E2,5.237058699E-1,1.751795989E0,-5.007514554E-1
2.092426413E2,2.813855588E-2,1.693253081E0,-7.794888103E-1
2.092526903E2,-4.232723397E-1,1.778994897E0,-9.197681916E-1
2.092627393E2,-8.880131328E-1,1.859139758E0,-1.138124859E0
2.092727883E2,-1.263342690E0,1.968513681E0,-1.533048728E0
2.092828373E2,-1.601687146E0,2.181806660E0,-2.024158709E0
2.092928863E2,-1.863557330E0,2.256624708E0,-2.208667599E0
2.093029353E2,-2.011618478E0,2.044894105E0,-1.936082100E0
2.093129843E2,-2.042392666E0,1.774568555E0,-1.452660037E0
2.093230333E2,-1.745135425E0,1.326620965E0,-9.373846829E-1
2.093330823E2,-1.379850216E0,5.433519298E-1,-4.267860047E-1
2.093431313E2,-9.102834231E-1,-6.252895474E-2,1.386959553E-1
2.093531813E2,-3.561451346E-1,-4.857071543E-1,2.377120839E-1
2.093632303E2,-1.716406301E-1,-8.283189082E-1,-3.737218648E-1
2.093732793E2,-4.006930241E-1,-9.597391731E-1,-1.618644948E0
2.093833283E2,-1.123804735E0,-1.006730322E0,-3.420855045E0
2.093933773E2,-2.541712431E0,-1.136672995E0,-5.169499385E0
2.094034263E2,-4.337889956E0,-1.476971591E0,-5.541955327E0
2.094134753E2,-5.558260288E0,-2.032930117E0,-4.363140864E0
2.094235243E2,-5.693208178E0,-2.640716609E0,-2.053069682E0
2.094335733E2,-5.162847592E0,-2.877682625E0,-3.568853921E-1
2.094436223E2,-4.452756461E0,-3.045187227E0,1.315856241E0
2.094536713E2,-3.596848050E0,-3.269472971E0,2.823217565E0
2.094637213E2,-2.664776440E0,-3.408813289E0,3.151009551E0
2.094737703E2,-1.495835878E0,-3.208675377E0,3.020207337E0
2.094838193E2,-1.933282453E-1,-2.683848596E0,2.887662068E0
2.094938683E2,6.269466484E-1,-2.283141831E0,2.245168258E0
2.095039173E2,8.761634579E-1,-2.120873995E0,1.558631465E0
2.095139663E2,8.621213695E-1,-2.392462544E0,1.685178076E0
2.095240153E2,8.156620252E-1,-3.237202772E0,2.056514862E0
2.095340643E2,7.767944133E-1,-4.187448991E0,2.013231432E0
2.095441133E2,8.706463176E-1,-5.099620480E0,1.706608121E0
2.095541623E2,1.087443532E0,-5.798977877E0,1.445704190E0
2.095642113E2,9.868512502E-1,-6.309681879E0,1.780129842E0
2.095742603E2,6.118315959E-1,-6.002883736E0,2.416808596E0
2.095843097E2,1.834563911E-1,-5.210999998E0,2.724641111E0
2.095943587E2,2.598502636E-3,-4.111868466E0,2.805462495E0
2.096044077E2,1.162028861E-1,-2.737383948E0,2.672694447E0
2.096144567E2,3.645727265E-1,-1.398261051E0,2.646502429E0
2.096245057E2,6.265595627E-1,-1.786704451E-1,2.140325342E0
2.096345547E2,8.914998275E-1,7.822019184E-1,1.476391547E0
2.096446037E2,1.196994041E0,1.503425564E0,7.335969383E-1
2.096546527E2,1.454108393E0,1.941363305E0,1.445437374E-1
2.096647017E2,1.815545257E0,2.339493787E0,-3.180891162E-1
2.096747507E2,2.244109912E0,2.657254874E0,-6.130443084E-1
2.096847997E2,2.606047298E0,2.805632064E0,-9.340044075E-1
2.096948487E2,2.956548116E0,2.943215879E0,-1.198673362E0
2.097048987E2,3.238034247E0,3.059370233E0,-1.272910196E0
2.097149477E2,3.536516479E0,3.341664450E0,-1.234256592E0
2.097249967E2,3.651206691E0,3.450465345E0,-1.351032506E0
2.097350457E2,3.666942717E0,3.589420917E0,-1.463777933E0
2.097450947E2,3.807287003E0,3.826453591E0,-1.354544928E0
2.097551437E2,3.736932719E0,4.216269332E0,-1.223035859E0
2.097651927E2,3.408872346E0,4.406230166E0,-1.216493263E0
2.097752417E2,2.733793758E0,3.838697076E0,-1.164212211E0
2.097852907E2,1.983072664E0,2.964849992E0,-1.072241941E0
2.097953397E2,1.456654270E0,3.139556610E0,-1.897035563E-1
2.098053887E2,1.096396204E0,3.131593287E0,8.387263674E-1
2.098154387E2,7.470221454E-1,2.324878671E0,7.977690337E-1
2.098254877E2,2.690526116E-1,1.891131629E0,3.542664242E-1
2.098355367E2,-3.104362804E-1,1.655555497E0,8.219255626E-2
2.098455857E2,-8.653616041E-1,1.455807009E0,-5.293418549E-2
2.098556347E2,-1.343224719E0,1.325660852E0,-1.722023282E-1
2.098656837E2,-1.741166335E0,1.188073529E0,-3.839077876E-1
2.098757327E2,-1.961518950E0,1.125090246E0,-7.731458239E-1
2.098857817E2,-1.909240456E0,1.106341149E0,-1.347259882E0
2.098958307E2,-1.750590000E0,9.261036497E-1,-2.118751017E0
2.099058797E2,-1.552989487E0,6.599079877E-1,-2.877398450E0
2.099159287E2,-1.367967796E0,4.243137288E-1,-3.265700347E0
2.099259777E2,-1.298656364E0,2.624534440E-1,-3.015595053E0
2.099360267E2,-1.323347986E0,1.440479118E-1,-2.156870624E0
2.099460767E2,-1.545443948E0,-2.172649920E-2,-1.169624394E0
2.099561257E2,-2.090796795E0,-2.106289870E-1,-5.078207392E-1
2.099661747E2,-2.662911763E0,-1.983387244E-1,-2.186087552E-1
2.099762237E2,-3.041578618E0,-9.973011017E-3,-2.346019864E-1
2.099862727E2,-3.273520998E0,-5.171277523E-3,-6.588044719E-1
2.099963217E2,-3.515213611E0,-6.001395035E-1,-9.386055815E-1
2.100063707E2,-3.674730039E0,-1.697792274E0,-9.042573557E-1
2.100164197E2,-3.573481407E0,-2.895773910E0,-8.243978385E-1
2.100264687E2,-3.145496796E0,-3.665479744E0,-4.210270089E-1
2.100365177E2,-2.690072957E0,-4.093629246E0,4.481767275E-1
2.100465667E2,-2.215639234E0,-4.344792886E0,1.512832564E0
2.100566157E2,-1.415084952E0,-4.657794925E0,2.485502270E0
2.100666657E2,-1.709687850E-1,-4.383307326E0,3.350109583E0
2.100767147E2,1.075999362E0,-3.678276960E0,3.462084348E0
2.100867637E2,1.849338655E0,-3.243779136E0,2.912330301E0
2.100968127E2,2.048847115E0,-3.570247897E0,1.877500015E0
2.101068617E2,2.293754819E0,-4.307925022E0,7.421239328E-1
2.101169107E2,2.654769223E0,-5.233279644E0,-2.861230461E-1
2.101269597E2,3.002551377E0,-6.163029032E0,-1.086476403E0
2.101370087E2,2.901145163E0,-6.539840566E0,-1.429456531E0
2.101470577E2,2.019813058E0,-6.295025833E0,-7.624454192E-1
2.101571067E2,1.078613067E0,-5.557548682E0,7.617116667E-2
2.101671557E2,5.052579045E-1,-4.280595136E0,6.792593479E-2
2.101772047E2,3.601662648E-1,-2.934158542E0,2.325145304E-2
2.101872547E2,4.065838015E-1,-1.750937617E0,2.107966559E-1
2.101973037E2,4.294800362E-1,-8.653697902E-1,5.401365459E-1
2.102073527E2,3.100874940E-1,-2.434727973E-1,7.311223235E-1
2.102174017E2,2.167138919E-1,3.134663075E-1,7.157237542E-1
2.102274507E2,3.129537991E-1,8.326704061E-1,5.154536579E-1
2.102374997E2,4.340157214E-1,1.429737198E0,2.077404990E-1
2.102475487E2,5.939250827E-1,1.762977619E0,-4.885407150E-2
2.102575977E2,7.662746876E-1,2.068431487E0,-1.280125441E-1
2.102676467E2,9.379211649E-1,2.446270961E0,7.620266855E-2
2.102776957E2,1.237340414E0,2.959521425E0,1.103071386E-1
2.102877447E2,1.484263361E0,3.501102233E0,-1.306267977E-2
2.102977937E2,1.642386982E0,4.024063168E0,-2.690643060E-1
2.103078437E2,1.737847163E0,4.594301180E0,-7.303131419E-1
2.103178927E2,1.982429470E0,4.545644744E0,-4.973981138E-1
2.103279417E2,2.155971030E0,4.538449745E0,-4.013394338E-1
2.103379907E2,2.354912602E0,4.548095897E0,-5.923410354E-1
2.103480397E2,2.559728580E0,4.460333283E0,-6.542011052E-1
2.103580887E2,2.639499219E0,4.344124550E0,-6.300111741E-1
2.103681377E2,2.670845557E0,4.105061138E0,-5.042013492E-1
2.103781867E2,2.739046311E0,3.744177420E0,-2.506946933E-1
2.103882357E2,2.622622693E0,3.287827966E0,-2.458742853E-1
2.103982847E2,2.397552253E0,2.828188283E0,-2.972654637E-1
2.104083337E2,2.231703874E0,2.130367534E0,1.126682442E-1
2.104183827E2,1.895428456E0,1.662779732E0,4.952650130E-2
2.104284317E2,1.367892660E0,1.259005517E0,-2.674960828E-1
2.104384817E2,7.668453759E-1,9.621534884E-1,-3.739668632E-1
2.104485307E2,5.917382240E-4,8.242410600E-1,-5.148473382E-1
2.104585797E2,-7.889683163E-1,8.810344809E-1,-6.966858047E-1
2.104686287E2,-1.504697333E0,1.197435506E0,-1.033238089E0
2.104786777E2,-2.177066907E0,1.651917944E0,-1.742827529E0
2.104887267E2,-2.765257333E0,2.112893715E0,-2.669206583E0
2.104987757E2,-3.133900598E0,2.095445623E0,-3.056155434E0
2.105088247E2,-3.262289082E0,1.758044908E0,-2.912925548E0
2.105188737E2,-2.712743196E0,1.111039386E0,-2.134017951E0
2.105289227E2,-1.616230925E0,2.307989573E-1,-1.319808959E0
2.105389717E2,-3.028612125E-1,-5.702274871E-1,-5.441500747E-1
2.105490207E2,4.550022554E-1,-1.018379145E0,-1.997631061E-1
2.105590697E2,5.329017860E-1,-1.340271875E0,-3.146187937E-1
2.105691197E2,1.102132908E-1,-1.464279624E0,-1.047746127E0
2.105791697E2,-6.728756502E-1,-1.312205824E0,-2.318271317E0
2.105892187E2,-1.819267595E0,-9.718522650E-1,-3.963448591E0
2.105992677E2,-3.362472351E0,-9.567857444E-1,-5.147814401E0
2.106093167E2,-5.085725741E0,-1.222567424E0,-5.069970419E0
2.106193657E2,-6.119883597E0,-1.919473084E0,-3.494433483E0
2.106294147E2,-6.125253096E0,-2.620722640E0,-7.266445988E-1
2.106394637E2,-5.415494671E0,-2.649203843E0,8.368459028E-1
2.106495127E2,-4.355053288E0,-2.410348592E0,2.040099388E0
2.106595617E2,-3.163739524E0,-2.440164714E0,3.016304321E0
2.106696107E2,-2.148547405E0,-2.489785940E0,3.111372446E0
2.106796597E2,-1.048433541E0,-2.370827846E0,2.911031050E0
2.106897087E2,1.968199101E-1,-1.926946995E0,2.450323666E0
2.106997587E2,8.740681082E-1,-1.562930923E0,1.813545510E0
2.107098077E2,8.909206608E-1,-1.577607434E0,1.548661378E0
2.107198567E2,5.920893493E-1,-1.983889520E0,1.716239070E0
2.107299057E2,3.168179315E-1,-2.742824782E0,1.767147853E0
2.107399547E2,2.637053329E-1,-3.647866176E0,1.715126345E0
2.107500037E2,4.106446928E-1,-4.680462826E0,1.637471813E0
2.107600527E2,7.072675109E-1,-5.582600493E0,1.871243495E0
2.107701017E2,8.054030854E-1,-6.142846198E0,2.427597878E0
2.107801507E2,6.537350821E-1,-6.073446180E0,3.134256109E0
2.107901997E2,5.312762600E-1,-5.052351589E0,3.631762944E0
2.108002487E2,5.877650410E-1,-3.509903462E0,3.630950181E0
2.108102977E2,6.297269994E-1,-1.962851822E0,3.277415829E0
2.108203477E2,4.971139026E-1,-6.382528245E-1,2.529597877E0
2.108303967E2,4.066937292E-1,3.112139601E-1,1.771787034E0
2.108404457E2,4.650629747E-1,9.188402385E-1,1.349931475E0
2.108504947E2,5.749233860E-1,1.331262485E0,9.434780663E-1
2.108605437E2,7.439541113E-1,1.780706962E0,4.876455063E-1
2.108705927E2,9.787174809E-1,1.992786643E0,-1.820472121E-2
2.108806417E2,1.209477847E0,1.948858851E0,-5.841941464E-1
2.108906907E2,1.658211302E0,2.018476385E0,-1.106832315E0
2.109007397E2,2.141836848E0,2.431612576E0,-1.501655611E0
2.109107887E2,2.578481185E0,2.635845879E0,-1.602273329E0
2.109208377E2,2.840707757E0,2.739752070E0,-1.648330092E0
2.109308867E2,2.959958797E0,2.884822660E0,-1.801810148E0
2.109409357E2,3.023885821E0,3.069906916E0,-1.885318328E0
2.109509857E2,3.170153335E0,3.437457629E0,-1.893442449E0
2.109610347E2,3.288019170E0,3.628047624E0,-1.654511915E0
2.109710837E2,3.220568613E0,3.731288987E0,-1.486269248E0
2.109811327E2,3.018830903E0,3.692337175E0,-1.277271050E0
2.109911817E2,2.691665154E0,3.424192636E0,-9.849120212E-1
2.110012307E2,2.260965096E0,2.965121888E0,-6.227471781E-1
2.110112797E2,1.819400911E0,2.510526014E0,-3.329071301E-1
2.110213287E2,1.446984730E0,2.166512098E0,-1.483485389E-1
2.110313777E2,1.004860382E0,1.862118330E0,3.251037285E-2
2.110414267E2,4.775923884E-1,1.603081414E0,9.059259318E-2
2.110514757E2,-3.298180461E-2,1.431759165E0,-3.239108965E-2
2.110615247E2,-4.977290297E-1,1.410275325E0,-1.769846928E-1
2.110715737E2,-8.956642145E-1,1.466857662E0,-3.308617741E-1
2.110816237E2,-1.210494093E0,1.600127985E0,-5.197011850E-1
2.110916727E2,-1.518411393E0,1.741958048E0,-7.623775915E-1
2.111017217E2,-1.776585844E0,1.923803532E0,-1.039911589E0
2.111117707E2,-1.910432703E0,2.034807073E0,-1.363118554E0
2.111218197E2,-1.670169735E0,1.839267411E0,-1.821119847E0
2.111318687E2,-1.140304116E0,1.211517940E0,-2.289427587E0
2.111419177E2,-9.075580359E-1,5.706888324E-1,-2.273441885E0
2.111519667E2,-9.008705753E-1,3.073062658E-2,-1.774158080E0
2.111620157E2,-1.046993372E0,-3.974387562E-1,-1.255007191E0
2.111720647E2,-1.382138231E0,-6.420096606E-1,-9.070528364E-1
2.111821137E2,-1.904940999E0,-7.875667387E-1,-6.995314984E-1
2.111921627E2,-2.751148878E0,-1.030130294E0,-4.806645155E-1
2.112022117E2,-3.672049968E0,-1.615271105E0,-2.768451959E-1
2.112122607E2,-4.332913683E0,-2.429140958E0,4.683736682E-2
2.112223107E2,-4.470220632E0,-3.092852560E0,3.746416318E-1
2.112323597E2,-4.008874440E0,-3.384433908E0,8.012438878E-1
2.112424087E2,-3.533298756E0,-3.369656240E0,1.581656047E0
