"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.959352333E0,-2.025245268E-1,-1.602271867E0,-1.843199079E0
3.969402333E0,-8.224719118E-2,-1.804584359E0,-2.024330032E0
3.979451333E0,1.184656124E-1,-1.753632599E0,-2.271593580E0
3.989500333E0,2.313470607E-1,-1.457880724E0,-2.676253647E0
3.999550333E0,3.975718535E-1,-1.157158715E0,-2.988048820E0
4.009599333E0,4.083085474E-1,-9.315272346E-1,-3.190140873E0
4.019649333E0,3.068463092E-1,-7.174252939E-1,-3.401029476E0
4.029698333E0,2.584036076E-1,-4.350939479E-1,-3.585243666E0
4.039748333E0,4.162680697E-1,-1.748197612E-1,-3.787141591E0
4.049797333E0,6.036902252E-1,-2.795349151E-2,-4.108546078E0
4.059846333E0,5.447413379E-1,1.186508229E-1,-4.183519662E0
4.069896333E0,4.027717458E-1,3.342978904E-1,-4.094315125E0
4.079945333E0,3.277668794E-1,5.847505090E-1,-3.648260279E0
4.089995333E0,2.225318715E-1,9.177213737E-1,-3.067608376E0
4.100044333E0,1.873825771E-1,1.285309802E0,-2.514108018E0
4.110094333E0,2.120206974E-1,1.467659900E0,-1.657736508E0
4.120143333E0,3.923682701E-1,1.508959076E0,-9.241155964E-1
4.130192333E0,5.465850380E-1,1.171599291E0,-3.992619181E-1
4.140242333E0,5.430547085E-1,5.097380412E-1,-8.573538423E-2
4.150291333E0,4.692326973E-1,-9.347943664E-3,1.138540596E-1
4.160341333E0,4.231901132E-1,-2.141656753E-1,4.652611953E-1
4.170390333E0,1.567688583E-1,-1.628110421E-1,5.499505126E-1
4.180440333E0,3.070506329E-2,1.851216781E-1,4.371039283E-1
4.190489333E0,-1.120807818E-1,7.202404359E-1,3.121284646E-1
4.200539333E0,-1.651250228E-1,9.987292841E-1,2.508221626E-2
4.210588333E0,-2.645143500E-1,1.483758161E0,1.459196055E-1
4.220637333E0,-1.609070607E-1,2.158296760E0,4.998422134E-1
4.230687333E0,-1.842817073E-1,2.462044118E0,1.195339864E0
4.240736333E0,-4.491294217E-1,2.608871503E0,2.186618333E0
4.250786333E0,-7.542337357E-1,2.582543246E0,3.008302991E0
4.260835333E0,-8.618401916E-1,2.284848633E0,3.519804552E0
4.270885333E0,-7.111947933E-1,1.617308859E0,3.603562408E0
4.280934333E0,-4.665277388E-1,9.699311623E-1,3.592874867E0
4.290983333E0,-3.763208425E-1,6.208547267E-1,3.159409077E0
4.301033333E0,-5.941176753E-1,5.828066021E-1,2.709621368E0
4.311082333E0,-7.350246090E-1,7.820981303E-1,3.120256705E0
4.321132333E0,-6.817770128E-1,1.054885359E0,4.010785310E0
4.331181333E0,-6.395017167E-1,1.091300648E0,4.598555614E0
4.341231333E0,-5.796727138E-1,8.377177227E-1,4.708770366E0
4.351280333E0,-5.011760364E-1,4.281951106E-1,4.363122153E0
4.361329333E0,-6.491773237E-1,4.194587857E-2,3.560141569E0
4.371379333E0,-8.511222453E-1,-1.774246958E-1,2.687292606E0
4.381428333E0,-9.987870985E-1,-1.262340769E-1,2.054342036E0
4.391478583E0,-1.085276116E0,3.834165484E-2,1.542370359E0
4.401527583E0,-1.127920517E0,1.488607550E-1,1.015615751E0
4.411577583E0,-1.090463985E0,1.570869103E-1,5.594820589E-1
4.421626583E0,-1.056160125E0,-4.886342704E-2,1.600722063E-1
4.431675583E0,-1.059808349E0,-4.364241895E-1,-1.981644773E-1
4.441725583E0,-9.691425191E-1,-7.594471863E-1,-4.298867100E-1
4.451774583E0,-8.668927706E-1,-9.167609686E-1,-2.551011550E-1
4.461824583E0,-9.283309273E-1,-9.102419078E-1,1.671946996E-1
4.471873583E0,-7.382500063E-1,-8.516750264E-1,4.539544344E-1
4.481923583E0,-5.292099636E-1,-8.700253433E-1,8.171460485E-1
4.491972583E0,-5.382176359E-1,-8.784783706E-1,8.943246174E-1
4.502021583E0,-5.644924649E-1,-1.002133241E0,6.530860412E-1
4.512071583E0,-5.045769963E-1,-1.214821325E0,2.148185170E-1
4.522120583E0,-3.919353569E-1,-1.382612440E0,-3.292315704E-1
4.532170583E0,-3.457412568E-1,-1.399770802E0,-1.061651464E0
4.542219583E0,-3.634359181E-1,-1.362877210E0,-2.068124508E0
4.552269583E0,-2.417778722E-1,-1.302205331E0,-3.065763579E0
4.562318583E0,-9.321695147E-2,-1.166720375E0,-4.093097150E0
4.572367583E0,3.343501864E-2,-1.029876525E0,-4.995088636E0
4.582417583E0,1.991654841E-1,-8.774653405E-1,-5.620906187E0
4.592466583E0,3.435762887E-1,-6.145830032E-1,-5.673763263E0
4.602516583E0,3.949457227E-1,-2.925060859E-1,-5.060523657E0
4.612565583E0,2.864666796E-1,-1.465704006E-1,-4.247480600E0
4.622615583E0,1.334700246E-1,-2.111154753E-1,-3.431886987E0
4.632664583E0,3.876206964E-2,-2.696069276E-1,-2.496000361E0
4.642713583E0,-1.586687466E-1,-3.983500448E-1,-1.781833135E0
4.652763583E0,-2.443055870E-1,-5.416653004E-1,-1.355315591E0
4.662812583E0,-3.709545238E-1,-6.216212967E-1,-1.373726134E0
4.672862583E0,-5.033063232E-1,-5.957947299E-1,-1.564798524E0
4.682911583E0,-3.361508365E-1,-4.861588517E-1,-1.834294939E0
4.692961583E0,-5.404116391E-2,-2.645847541E-1,-2.010532358E0
4.703010583E0,2.232222815E-1,7.187572896E-2,-1.931080391E0
4.713059583E0,4.824777005E-1,4.596943536E-1,-1.598853877E0
4.723109583E0,4.587699454E-1,7.466803756E-1,-1.058429064E0
4.733158583E0,2.386192063E-1,8.816732892E-1,-2.464478606E-1
4.743208583E0,-1.315327872E-1,8.946973774E-1,6.308993661E-1
4.753257583E0,-4.465683412E-1,7.938025019E-1,1.024839149E0
4.763307583E0,-7.955234836E-1,6.124154404E-1,1.064758090E0
4.773356583E0,-1.179295104E0,5.689463621E-1,1.032858020E0
4.783405583E0,-1.368113977E0,7.020488709E-1,8.469645095E-1
4.793455583E0,-1.507356208E0,8.645438710E-1,7.151980895E-1
4.803504583E0,-1.675307684E0,1.097338483E0,1.054533064E0
4.813554583E0,-1.717951281E0,1.304404469E0,1.855634937E0
4.823603583E0,-1.927093760E0,1.476018202E0,2.910069183E0
4.833653583E0,-2.290402026E0,1.440853924E0,3.600008470E0
4.843702583E0,-2.609849450E0,1.158841544E0,3.670118925E0
4.853751583E0,-2.856487638E0,9.871015111E-1,3.546018789E0
4.863801583E0,-2.796371244E0,1.057781192E0,3.445206360E0
4.873850583E0,-2.554083385E0,1.113175374E0,3.587110682E0
4.883900583E0,-2.300211315E0,9.084830654E-1,4.006629109E0
4.893949583E0,-2.053395372E0,5.768731400E-1,4.559567549E0
4.903999583E0,-1.744213319E0,2.970180899E-1,4.721122609E0
4.914048583E0,-1.598859140E0,-1.484616825E-1,4.267687408E0
4.924097583E0,-1.663769958E0,-5.578042004E-1,3.322117208E0
4.934147583E0,-1.720233157E0,-6.622647080E-1,2.283523069E0
4.944196583E0,-1.589746400E0,-5.455022433E-1,1.490220796E0
4.954246583E0,-1.362112541E0,-3.530510804E-1,1.004580885E0
4.964295583E0,-1.282554448E0,-1.196571288E-1,7.248512578E-1
4.974345583E0,-1.222888509E0,4.624270499E-2,6.170011193E-1
4.984394583E0,-1.216736434E0,1.795767635E-2,5.274744004E-1
4.994443583E0,-1.213208443E0,-1.720075428E-1,2.798132426E-1
5.004493583E0,-1.100887231E0,-4.786483955E-1,-1.954496151E-1
5.014542583E0,-9.312965620E-1,-7.822983974E-1,-6.669269854E-1
5.024592583E0,-7.612222548E-1,-1.016964703E0,-9.686386353E-1
5.034641583E0,-5.658724078E-1,-1.180984657E0,-1.271740753E0
5.044691583E0,-4.381998062E-1,-1.273181507E0,-1.543724574E0
5.054740583E0,-2.662538053E-1,-1.246874299E0,-1.799489973E0
5.064789583E0,-1.009585645E-1,-1.075829793E0,-2.137837352E0
5.074839583E0,8.171871252E-2,-8.358232248E-1,-2.546731973E0
5.084888583E0,2.570959327E-1,-7.158883533E-1,-3.021849235E0
5.094938583E0,4.325569507E-1,-7.697444254E-1,-3.486440924E0
5.104987583E0,4.953431464E-1,-8.803874865E-1,-3.889007689E0
5.115037583E0,5.086037544E-1,-9.956372765E-1,-4.124807185E0
5.125086583E0,4.918833854E-1,-9.989190263E-1,-4.156863960E0
5.135135583E0,4.951815440E-1,-9.041555411E-1,-3.983677034E0
5.145185583E0,5.557272694E-1,-7.978075522E-1,-3.768076159E0
5.155234583E0,5.635386744E-1,-6.568653890E-1,-3.585139001E0
5.165284583E0,5.842688080E-1,-5.860474214E-1,-3.452317159E0
5.175333583E0,5.348773043E-1,-4.942812189E-1,-3.211469176E0
5.185383583E0,5.323846728E-1,-4.526399803E-1,-2.864308873E0
5.195432583E0,4.809524543E-1,-4.447889239E-1,-2.432724132E0
5.205481583E0,3.646811558E-1,-3.195529667E-1,-2.001501333E0
5.215531583E0,2.793238854E-1,-5.674167305E-2,-1.586864746E0
5.225580583E0,2.403354737E-1,2.724463356E-1,-1.266534392E0
5.235630583E0,1.305594725E-1,5.604310620E-1,-1.144461486E0
5.245679583E0,-3.235894823E-3,8.184558249E-1,-1.017402075E0
5.255728583E0,1.261963441E-1,9.876186973E-1,-8.758152562E-1
5.265778583E0,3.650276399E-1,1.064410765E0,-8.092154700E-1
5.275827583E0,5.750588221E-1,1.022553180E0,-8.444379276E-1
5.285877583E0,6.929125234E-1,8.862770945E-1,-7.660641879E-1
5.295926583E0,6.440379135E-1,8.072396958E-1,-5.320668036E-1
5.305976583E0,6.621123149E-1,7.974350846E-1,-2.890389794E-1
5.316025583E0,6.818835052E-1,8.910650870E-1,2.408643544E-2
5.326074583E0,5.614267697E-1,1.098057106E0,3.601165634E-1
5.336124583E0,3.691125047E-1,1.380349860E0,7.831175923E-1
5.346173583E0,7.847785670E-2,1.685265784E0,1.294596350E0
5.356223583E0,-2.192664208E-1,1.886700025E0,1.995575180E0
5.366272583E0,-3.884427053E-1,1.945094998E0,2.863280933E0
5.376322583E0,-4.495576206E-1,1.944255045E0,3.610074452E0
5.386371583E0,-4.290349169E-1,1.898718392E0,3.862722116E0
5.396420542E0,-4.868757203E-1,1.664846138E0,3.537636806E0
5.406470542E0,-3.598166744E-1,1.445995381E0,2.860877143E0
5.416519542E0,9.809928518E-3,1.387169760E0,2.271319930E0
5.426569542E0,3.817207827E-1,1.332760834E0,1.826525159E0
5.436618542E0,5.129271491E-1,1.269241068E0,1.882557857E0
5.446668542E0,4.514276332E-1,1.067708595E0,2.378690012E0
5.456717542E0,3.649602142E-1,7.412544519E-1,3.058069228E0
5.466766542E0,3.764908869E-1,4.686350387E-1,3.600890815E0
5.476816542E0,3.318041625E-1,2.605931523E-1,3.653639717E0
5.486865542E0,3.811367921E-1,3.005556554E-2,3.322979087E0
5.496915542E0,5.328401709E-1,-1.856833032E-1,2.786446180E0
5.506964542E0,6.011841451E-1,-4.151166433E-1,2.123530970E0
5.517013542E0,5.993974918E-1,-6.065170616E-1,1.593624712E0
5.527063542E0,5.827553659E-1,-7.018442184E-1,1.256584185E0
5.537112542E0,6.139944810E-1,-7.991351625E-1,1.038806977E0
5.547162542E0,5.383278559E-1,-9.076840433E-1,9.526032311E-1
5.557211542E0,4.285121758E-1,-9.736207554E-1,8.766771358E-1
5.567261542E0,3.590169580E-1,-9.145744023E-1,7.613554251E-1
5.577310542E0,3.158484266E-1,-7.827486330E-1,5.161267090E-1
5.587359542E0,2.421442368E-1,-6.460404387E-1,3.323674321E-1
5.597409542E0,3.654064161E-2,-5.544607624E-1,1.251900566E-1
5.607458542E0,-2.210189410E-1,-5.180966359E-1,-1.427170855E-1
5.617508542E0,-3.832621453E-1,-5.220753738E-1,-4.661458790E-1
5.627557542E0,-5.017693460E-1,-5.382943806E-1,-9.398510385E-1
5.637607542E0,-4.676405004E-1,-5.491687399E-1,-1.592653490E0
5.647656542E0,-3.941734517E-1,-5.446549818E-1,-2.261099582E0
5.657705542E0,-3.193669156E-1,-6.597229233E-1,-2.789562746E0
5.667755542E0,-1.269386755E-1,-8.822252664E-1,-3.256493322E0
5.677804542E0,3.041129552E-2,-1.095361832E0,-3.435932091E0
5.687854542E0,1.529150955E-1,-1.363473919E0,-3.404019742E0
5.697903542E0,2.408754824E-1,-1.658185867E0,-3.199555475E0
5.707953542E0,2.344791401E-1,-1.868631544E0,-2.895465177E0
5.718002542E0,2.690059618E-1,-1.989957468E0,-2.672011492E0
5.728051542E0,2.042068438E-1,-1.925008643E0,-2.544441034E0
5.738101542E0,-3.173172472E-2,-1.622918970E0,-2.551220881E0
5.748150542E0,-2.146692668E-1,-1.221081938E0,-2.639674051E0
5.758200542E0,-1.970357637E-1,-8.880213189E-1,-2.708905084E0
5.768249542E0,-1.607919071E-1,-6.717105925E-1,-2.804595353E0
5.778298542E0,-1.373780842E-1,-5.058230379E-1,-2.857107443E0
5.788348542E0,-7.234359758E-2,-3.413724366E-1,-2.857825481E0
5.798397542E0,3.577632601E-2,-2.153123143E-1,-2.859300733E0
5.808447542E0,1.127435454E-1,-1.742821097E-1,-2.652765967E0
5.818496542E0,9.304068533E-2,-9.221234500E-2,-2.362672734E0
5.828546542E0,2.066621628E-1,8.869173646E-2,-2.054636736E0
5.838595542E0,2.694398800E-1,3.698530546E-1,-1.606530687E0
5.848644542E0,1.722741028E-1,6.740974259E-1,-1.187903960E0
5.858694542E0,-6.766891312E-2,9.165791202E-1,-5.711957860E-1
5.868743542E0,-1.755902415E-1,1.006589111E0,9.285144567E-2
5.878793542E0,-2.128795072E-1,9.631174019E-1,9.024580944E-1
5.888842542E0,-4.604995883E-1,7.093292391E-1,1.647606207E0
5.898892542E0,-7.600025256E-1,3.499397770E-1,2.249485257E0
5.908941542E0,-9.425682396E-1,1.631764930E-1,2.626751119E0
5.918990542E0,-1.177040783E0,2.200102597E-1,2.789797220E0
5.929040542E0,-1.141614185E0,5.038820547E-1,2.793583876E0
5.939089542E0,-9.870423080E-1,9.386766252E-1,2.759986945E0
5.949139542E0,-1.132739427E0,1.215437329E0,2.607372862E0
5.959188542E0,-1.249645002E0,1.302899981E0,2.389104488E0
5.969237542E0,-1.261447899E0,1.421928241E0,2.301151839E0
5.979287542E0,-1.244528396E0,1.649005738E0,2.337776459E0
5.989336542E0,-1.117560128E0,1.832866757E0,2.570546513E0
5.999386542E0,-1.134563758E0,1.668398614E0,2.981311659E0
6.009435542E0,-1.317235892E0,1.092448457E0,3.423296843E0
6.019485542E0,-1.364270602E0,4.492085418E-1,3.851262742E0
6.029534542E0,-1.317065738E0,-3.176879972E-2,4.313516130E0
6.039583542E0,-1.341860709E0,-4.050149935E-1,4.507313907E0
6.049633542E0,-1.316580126E0,-7.696798137E-1,4.299792715E0
6.059682542E0,-1.271851558E0,-1.026582788E0,3.687688054E0
6.069732542E0,-1.257042315E0,-9.517507070E-1,2.809245059E0
6.079781542E0,-1.244629553E0,-5.628868926E-1,2.067236316E0
6.089831542E0,-1.087648697E0,-1.988877779E-1,1.274684826E0
6.099880542E0,-8.981973745E-1,1.156830686E-1,3.958272636E-1
6.109929542E0,-7.206911100E-1,3.042163047E-1,-3.146065146E-1
6.119979542E0,-5.199282032E-1,3.785171664E-1,-7.213025826E-1
6.130028542E0,-4.521337576E-1,2.903589883E-1,-9.497439426E-1
6.140078542E0,-4.142253815E-1,-1.545506805E-2,-1.076066605E0
6.150127542E0,-3.574505255E-1,-4.453762767E-1,-1.110836488E0
6.160176542E0,-1.927491882E-1,-8.001367906E-1,-1.285126199E0
6.170226542E0,2.838424858E-2,-1.033668444E0,-1.523309020E0
6.180275542E0,1.745506066E-1,-1.195247478E0,-1.908855125E0
6.190325542E0,2.201366510E-1,-1.248392821E0,-2.348034230E0
6.200374542E0,1.918349212E-1,-1.223952921E0,-2.797847666E0
6.210424542E0,1.315847726E-1,-1.024826577E0,-2.982020926E0
6.220473542E0,2.193152451E-1,-7.386717367E-1,-2.832929791E0
6.230522542E0,3.692811969E-1,-5.814392307E-1,-2.527541412E0
6.240572542E0,3.900572677E-1,-5.213506114E-1,-2.141846203E0
6.250621542E0,3.054589660E-1,-5.246256369E-1,-1.795790439E0
6.260671542E0,2.447210865E-1,-6.317553985E-1,-1.700411827E0
6.270720542E0,1.906234512E-1,-8.195404834E-1,-1.844285492E0
6.280769542E0,1.031258807E-1,-1.010259409E0,-2.272782903E0
6.290819542E0,5.666560443E-2,-1.083068938E0,-2.831232344E0
6.300868542E0,4.957565445E-2,-9.709076473E-1,-3.303045344E0
6.310918542E0,-2.115155802E-2,-6.482039085E-1,-3.697334790E0
6.320967542E0,2.225368051E-3,-2.174912792E-1,-3.926456181E0
6.331017542E0,1.436680255E-1,1.878511584E-1,-3.767004949E0
6.341066542E0,1.766678468E-1,5.297659242E-1,-3.450905641E0
6.351115542E0,1.261566927E-1,7.764184374E-1,-2.777303474E0
6.361165542E0,1.466755226E-1,9.110038000E-1,-1.857672692E0
6.371214542E0,2.288278427E-1,7.976324281E-1,-1.098212349E0
6.381264542E0,2.042917746E-1,4.455806369E-1,-5.761910623E-1
6.391313542E0,3.025985629E-1,4.293610454E-3,-1.705434000E-1
6.401367292E0,4.707490630E-1,-4.183694494E-1,1.292784297E-1
6.411416292E0,4.737989341E-1,-7.117052552E-1,3.899268383E-1
6.421465292E0,3.956999405E-1,-7.206675750E-1,3.848146176E-1
6.431515292E0,3.425062848E-1,-3.038490996E-1,1.858929259E-1
6.441564292E0,3.580607190E-1,3.077126473E-1,7.226866186E-2
6.451614292E0,4.317058519E-1,9.340017763E-1,3.933246553E-2
6.461663292E0,3.589328677E-1,1.545244265E0,-1.029870093E-2
6.471712292E0,2.288624692E-1,2.041852676E0,-5.232907176E-2
6.481762292E0,2.304733405E-1,2.417251230E0,1.313547760E-1
6.491811292E0,1.725248570E-1,2.653639833E0,7.151285076E-1
6.501861292E0,1.333916445E-1,2.682944324E0,1.707402173E0
6.511910292E0,2.147477657E-1,2.511089686E0,2.664549860E0
6.521960292E0,1.962440142E-1,2.166588989E0,3.405867462E0
6.532009292E0,1.728818386E-3,1.585088947E0,3.715168798E0
6.542058292E0,-1.119096434E-2,9.694437969E-1,3.853225068E0
6.552108292E0,1.714732901E-1,6.090252247E-1,3.687020302E0
6.562157292E0,2.267729666E-1,6.357835454E-1,3.027447360E0
6.572207292E0,2.057036762E-1,8.559028557E-1,2.549165584E0
6.582256292E0,2.970075101E-1,1.029468389E0,2.304934988E0
6.592305292E0,4.849626575E-1,1.083637580E0,2.404109028E0
6.602355292E0,6.628747918E-1,8.992780861E-1,2.686321383E0
6.612404292E0,7.752332798E-1,5.506837535E-1,3.122357610E0
6.622454292E0,8.091423067E-1,3.391151190E-2,3.408808027E0
6.632503292E0,7.436029860E-1,-5.721734405E-1,3.249555016E0
6.642552292E0,6.812120987E-1,-1.045179565E0,2.818763157E0
6.652602292E0,6.296134172E-1,-1.337216412E0,2.330813595E0
6.662651292E0,5.170732636E-1,-1.359425891E0,1.942876564E0
6.672701292E0,3.954020248E-1,-1.271279700E0,1.562330999E0
6.682750292E0,1.759350811E-1,-1.171697232E0,1.165518479E0
6.692800292E0,-4.525368501E-2,-9.799284393E-1,8.291480434E-1
6.702849292E0,-2.321538668E-1,-6.730376181E-1,5.430823731E-1
6.712898292E0,-3.928164592E-1,-3.337245709E-1,1.863455003E-1
6.722948292E0,-5.172823381E-1,-6.544203758E-2,-2.710201997E-1
6.732997292E0,-6.180384884E-1,4.570826948E-2,-7.291665030E-1
6.743047292E0,-5.600714217E-1,2.658524305E-2,-1.240652862E0
6.753096292E0,-4.644822000E-1,3.492600381E-2,-1.638053026E0
6.763145292E0,-3.346875342E-1,1.188154221E-3,-1.989285330E0
6.773195292E0,-1.198371408E-1,-1.574418363E-1,-2.256791938E0
6.783244292E0,1.364198809E-1,-4.302033368E-1,-2.398568206E0
6.793294292E0,2.593647985E-1,-7.314089102E-1,-2.372054592E0
6.803343292E0,2.321885116E-1,-1.046183825E0,-2.456838049E0
6.813393292E0,1.701744407E-1,-1.255907663E0,-2.559555502E0
6.823442292E0,1.277576329E-1,-1.332516713E0,-2.643917960E0
6.833491292E0,5.527159167E-2,-1.328321043E0,-2.917428489E0
6.843541292E0,4.762648512E-3,-1.256159385E0,-3.467242177E0
6.853590292E0,1.189484279E-1,-1.076478249E0,-3.807719112E0
6.863640292E0,1.628761289E-1,-8.928835711E-1,-4.147645825E0
6.873689292E0,2.323247335E-1,-6.495370737E-1,-4.251249130E0
6.883738292E0,3.081427466E-1,-3.248905975E-1,-4.072389235E0
6.893788292E0,4.623921493E-1,-8.910659641E-2,-3.751916209E0
6.903837292E0,5.126907023E-1,-8.354267836E-2,-3.083777681E0
6.913887292E0,3.036262476E-1,-2.028975061E-1,-2.491265286E0
6.923936292E0,1.754617307E-1,-2.810051975E-1,-2.104308833E0
6.933986292E0,1.598456267E-1,-2.872166947E-1,-1.660133867E0
6.944035292E0,8.522026280E-2,-2.099074405E-1,-1.365342396E0
6.954084292E0,3.931346208E-2,-3.195210993E-3,-1.189682683E0
6.964134292E0,4.964792239E-2,3.418600944E-1,-1.168984709E0
6.974183292E0,1.410901708E-1,6.888479045E-1,-1.078127748E0
6.984233292E0,2.420114136E-1,8.737605447E-1,-1.099480026E0
6.994282292E0,2.215493200E-1,9.534519544E-1,-9.592719805E-1
7.004331292E0,1.939904242E-1,1.030047556E0,-6.259789342E-1
7.014381292E0,2.233170612E-1,1.001144184E0,-1.476609063E-1
7.024430292E0,6.492887132E-2,8.988208339E-1,4.258977395E-1
7.034480292E0,-8.220339188E-2,8.108716938E-1,8.870495117E-1
7.044529292E0,-2.637101934E-1,6.847943223E-1,1.190344588E0
7.054579292E0,-3.354055723E-1,5.762109429E-1,1.549305741E0
7.064628292E0,-2.274119942E-1,6.775350040E-1,1.990310347E0
7.074677292E0,-4.251844158E-1,1.063607942E0,2.422958697E0
7.084727292E0,-7.329252394E-1,1.422811171E0,2.913730710E0
7.094776292E0,-9.992851350E-1,1.659409397E0,3.384585936E0
7.104826292E0,-1.167729896E0,1.764826509E0,3.705189940E0
7.114875292E0,-1.258024062E0,1.658088803E0,3.918280020E0
7.124924292E0,-1.275383861E0,1.321500558E0,4.212904844E0
7.134974292E0,-1.368676479E0,7.742783564E-1,4.696836199E0
7.145023292E0,-1.362129644E0,2.021499395E-1,5.371748727E0
7.155073292E0,-1.228093627E0,-1.958855250E-1,6.079156571E0
7.165122292E0,-1.178794802E0,-5.362367454E-1,6.358751712E0
7.175171292E0,-1.152035604E0,-1.028236381E0,6.006665715E0
7.185221292E0,-9.998194244E-1,-1.549997759E0,5.191833410E0
7.195270292E0,-8.740555367E-1,-1.756693324E0,4.304251801E0
7.205320292E0,-8.922617928E-1,-1.647569077E0,3.425920488E0
7.215369292E0,-9.265755200E-1,-1.337219336E0,2.414683133E0
7.225419292E0,-9.204229335E-1,-9.363339382E-1,1.333642302E0
7.235468292E0,-8.379341427E-1,-5.815020883E-1,3.300683069E-1
7.245517292E0,-7.767448582E-1,-2.923657528E-1,-6.564709944E-1
7.255567292E0,-5.119553419E-1,-8.854058594E-2,-1.382862993E0
7.265616292E0,-1.779392142E-1,2.005478024E-2,-1.875608441E0
7.275666292E0,1.090299970E-1,6.287978768E-2,-2.040426248E0
7.285715292E0,3.365487029E-1,-1.386140943E-2,-1.825149309E0
7.295764292E0,4.219288323E-1,-2.125576910E-1,-1.520880672E0
7.305814292E0,4.906909189E-1,-4.530636111E-1,-1.362011238E0
7.315863292E0,5.167186299E-1,-6.692421904E-1,-1.167100151E0
7.325913292E0,6.004115817E-1,-8.168200663E-1,-1.158777224E0
7.335962292E0,6.484366277E-1,-9.294111273E-1,-1.377090622E0
7.346011292E0,6.081327935E-1,-9.677045426E-1,-1.721085243E0
7.356061292E0,6.829247481E-1,-1.033826904E0,-2.310809686E0
7.366110292E0,7.433731905E-1,-1.147285399E0,-3.128591326E0
7.376160292E0,7.167397079E-1,-1.356193843E0,-3.779136752E0
7.386209292E0,7.172193258E-1,-1.499512899E0,-4.387133160E0
7.396255417E0,7.931593812E-1,-1.490944389E0,-4.737647426E0
7.406304417E0,7.267464866E-1,-1.387592806E0,-4.970995769E0
7.416353417E0,6.203377598E-1,-1.217461635E0,-4.981421939E0
7.426403417E0,4.847838058E-1,-1.026615533E0,-4.387811437E0
7.436452417E0,5.001502520E-1,-9.525810117E-1,-3.647515343E0
7.446502417E0,4.656407161E-1,-9.045932052E-1,-2.816723063E0
7.456551417E0,1.952483613E-1,-8.099273685E-1,-2.174294157E0
7.466600417E0,1.760088656E-2,-7.272185031E-1,-1.699351727E0
7.476650417E0,-1.981261050E-1,-4.256562495E-1,-1.393728874E0
7.486699417E0,-3.607697340E-1,-5.316756248E-2,-1.218698906E0
7.496749417E0,-3.134743840E-1,2.482543579E-1,-1.217470990E0
7.506798417E0,-1.297299810E-2,4.276159438E-1,-1.303770631E0
7.516847417E0,3.238235537E-1,5.358636931E-1,-1.272591523E0
7.526897417E0,5.605263351E-1,6.705812028E-1,-1.428304045E0
7.536946417E0,8.470908824E-1,8.153383818E-1,-1.505673233E0
7.546996417E0,1.239221463E0,8.819747132E-1,-1.541426618E0
7.557045417E0,1.396986212E0,8.363184839E-1,-1.368947790E0
7.567095417E0,1.264398697E0,8.779082671E-1,-7.610566324E-1
7.577144417E0,1.051573496E0,1.103204702E0,-1.304531354E-1
7.587193417E0,7.178964333E-1,1.461272986E0,5.486033142E-1
7.597243417E0,4.463057647E-1,1.723106333E0,1.355964632E0
7.607292417E0,9.205008477E-2,1.756529310E0,2.125195672E0
7.617342417E0,-1.891046552E-1,1.677692178E0,2.816445905E0
7.627391417E0,-2.180219141E-1,1.662649339E0,3.393212333E0
7.637440417E0,-9.283671800E-2,1.751624373E0,3.804873272E0
